Name,Longitude,Latitude
Te Wahipounamu South West New Zealand,167.3196111,-45.03602778
Air and Tnr Natural Reserves,9,18
Bryggen,5.32306,60.39722
Vegayan -- The Vega Archipelago,11.75,65.61667
Chan Chan Archaeological Zone,-79.08333,-8.1
Huascarn National Park,-77.4,-9.33333
Tubbataha Reefs Natural Park,119.8675,8.953333333
Rice Terraces of the Philippine Cordilleras,121.13667,16.93389
Wooden emTserkvasem of the Carpathian Region in Poland and Ukraine,21.03222222,49.53388889
Prehistoric Rock Art Sites in the Ca Valley and Siega Verde,-6.661111111,40.6975
Golden Mountains of Altai,86,50.46666667
Natural System of Wrangel Island Reserve,-179.7152778,71.18888889
Pitons Management Area,-61.07036111,13.80708333
Aldabra Atoll,46.41666667,-9.416666667
Heritage of Mercury. Almadn and Idrija,-4.838888889,38.77527778
iSimangaliso Wetland Park,32.55,-27.83889
Cape Floral Region Protected Areas,18.475,-34.36111111
Doana National Park,-6.358861,36.9477
Ancient City of Sigiriya,80.75,7.95
Sinharaja Forest Reserve,80.5,6.416666667
Sacred City of Kandy,80.64027778,7.293611111
Old Town of Galle and its Fortifications,80.21861111,6.021388889
Golden Temple of Dambulla,80.64916667,7.856666667
Ichkeul National Park,9.67472,37.16361
City of Bath,-2.358611111,51.38138889
Dorset and East Devon Coast,-2.989888889,50.70555556
Mosi-oa-Tunya Victoria Falls,25.85539,-17.92453
